Episode,Steps,Total Reward,Epsilon,TD Error
323,1,-0.75,0.3777733287669621,0.07348837703466415
324,1,-0.75,0.37664000878066123,0.08058327436447144
325,1,-0.75,0.37551008875431924,0.06507938355207443
326,1,-0.75,0.37438355848805627,0.09239731729030609
327,1,-0.75,0.3732604078125921,0.09339770674705505
328,4,-0.96,0.37214062658915437,0.08799688145518303
329,4,-0.96,0.3710242047093869,0.08871648274362087
330,1,-0.75,0.3699111320952587,0.08197231590747833
331,1,-0.75,0.36880139869897294,0.10023660957813263
332,1,-0.75,0.367694994502876,0.10704201459884644
333,1,-0.75,0.3665919095193674,0.08915399014949799
334,2,-0.72,0.36549213379080925,0.0952412486076355
335,1,-0.75,0.3643956573894368,0.11630039662122726
336,1,-0.75,0.3633024704172685,0.07348950952291489
337,1,-0.75,0.3622125630060167,0.07253856211900711
338,1,-0.75,0.3611259253169986,0.1006026491522789
339,1,-0.75,0.3600425475410476,0.044088028371334076
340,1,-0.75,0.3589624198984244,0.07023666799068451
341,1,-0.75,0.35788553263872913,0.08356057107448578
342,1,-0.75,0.35681187604081294,0.10179267078638077
343,1,-0.75,0.3557414404126905,0.0878605842590332
344,1,-0.75,0.35467421609145244,0.12236938625574112
345,3,-0.84,0.35361019344317807,0.08565122385819753
346,1,-0.75,0.35254936286284855,0.07022152841091156
347,1,-0.75,0.35149171477426,0.07630118727684021
348,1,-0.75,0.3504372396299372,0.06980670988559723
349,1,-0.75,0.3493859279110474,0.09412491321563721
350,1,-0.75,0.34833777012731426,0.0818905159831047
351,2,-0.72,0.34729275681693234,0.09788791090250015
352,2,-0.87,0.3462508785464815,0.09582837671041489
353,2,-0.72,0.34521212591084205,0.08753794059157372
354,1,-0.75,0.34417648953310953,0.09414869546890259
355,1,-0.75,0.3431439600645102,0.09402763843536377
356,1,-0.75,0.34211452818431665,0.09541790187358856
357,3,-0.84,0.3410881845997637,0.07811016341050465
358,1,-0.75,0.3400649200459644,0.08908383548259735
359,1,-0.75,0.3390447252858265,0.10808403789997101
360,1,-0.75,0.33802759110996905,0.08085267245769501
361,1,-0.75,0.3370135083366391,0.0837666317820549
362,1,-0.75,0.3360024678116292,0.0726848840713501
363,1,-0.75,0.3349944604081943,0.08095535635948181
364,1,-0.75,0.33398947702696974,0.09829042851924896
365,1,-0.75,0.3329875085958888,0.07909826934337616
366,1,-0.75,0.33198854607010114,0.06986634433269501
367,1,-0.75,0.33099258043189084,0.08960579335689545
368,1,-0.75,0.32999960269059514,0.09123414754867554
369,1,-0.75,0.32900960388252337,0.06416173279285431
370,1,-0.75,0.3280225750708758,0.09194017946720123
371,1,-0.75,0.32703850734566314,0.10200659930706024
372,1,-0.75,0.32605739182362614,0.07061003148555756
373,1,-0.75,0.3250792196481553,0.0997183695435524
374,1,-0.75,0.3241039819892108,0.09323912858963013
375,1,-0.75,0.32313167004324317,0.08102841675281525
376,1,-0.75,0.32216227503311345,0.08386365324258804
377,1,-0.75,0.3211957882080141,0.09271930158138275
378,1,-0.75,0.32023220084339005,0.08932388573884964
379,1,-0.75,0.31927150424085987,0.07245519757270813
380,1,-0.75,0.3183136897281373,0.07644610106945038
381,2,-0.72,0.31735874865895286,0.08068199455738068
382,1,-0.75,0.316406672412976,0.08627598732709885
383,1,-0.75,0.3154574523957371,0.08911910653114319
384,2,-0.72,0.3145110800385499,0.08366522192955017
385,1,-0.75,0.31356754679843424,0.08221793174743652
386,1,-0.75,0.31262684415803893,0.07809992134571075
387,1,-0.75,0.3116889636255648,0.07895328104496002
388,1,-0.75,0.3107538967346881,0.06700742989778519
389,1,-0.75,0.30982163504448407,0.08158604800701141
390,4,-0.96,0.3088921701393506,0.08459541387856007
391,1,-0.75,0.30796549362893255,0.06984963268041611
392,3,-0.84,0.30704159714804574,0.08450417717297871
393,2,-0.72,0.3061204723566016,0.09313830733299255
394,2,-0.72,0.3052021109395318,0.07752103358507156
395,1,-0.75,0.3042865046067132,0.09875677525997162
396,1,-0.75,0.30337364509289305,0.08384225517511368
397,1,-0.75,0.30246352415761435,0.0926360934972763
398,1,-0.75,0.3015561335851415,0.10338781028985977
399,1,-0.75,0.30065146518438607,0.07635851204395294
400,1,-0.75,0.2997495107888329,0.07742048799991608
401,1,-0.75,0.2988502622564664,0.09288618713617325
402,1,-0.75,0.29795371146969696,0.08105524629354477
403,1,-0.75,0.29705985033528787,0.10224723070859909
404,1,-0.75,0.296168670784282,0.10521884262561798
405,1,-0.75,0.29528016477192914,0.06436082720756531
406,1,-0.75,0.29439432427761336,0.0853414237499237
407,3,-0.84,0.2935111413047805,0.09063805143038432
408,1,-0.75,0.29263060788086614,0.0663432702422142
409,2,-0.72,0.2917527160572235,0.09211502969264984
410,1,-0.75,0.29087745790905184,0.07067137956619263
411,1,-0.75,0.2900048255353247,0.08954877406358719
412,1,-0.75,0.28913481105871874,0.09436878561973572
413,3,-0.84,0.28826740662554257,0.08339044451713562
414,1,-0.75,0.28740260440566595,0.0816359594464302
415,1,-0.75,0.28654039659244895,0.11112887412309647
416,2,-0.72,0.2856807754026716,0.07706211879849434
417,1,-0.75,0.2848237330764636,0.06891975551843643
418,1,-0.75,0.2839692618772342,0.09992966055870056
419,1,-0.75,0.2831173540916025,0.08274757117033005
420,2,-0.87,0.28226800202932767,0.08284749835729599
421,1,-0.75,0.28142119802323967,0.07429423928260803
422,1,-0.75,0.28057693442917,0.08574743568897247
423,1,-0.75,0.27973520362588244,0.0791778713464737
424,1,-0.75,0.2788959980150048,0.1031126007437706
425,4,-0.81,0.2780593100209598,0.08180720545351505
426,1,-0.75,0.2772251320908969,0.05453047901391983
427,1,-0.75,0.2763934566946242,0.08628395199775696
428,1,-0.75,0.2755642763245403,0.11222703009843826
429,1,-0.75,0.27473758349556665,0.08324028551578522
430,1,-0.75,0.27391337074507993,0.0715031623840332
431,1,-0.75,0.2730916306328447,0.08615055680274963
432,4,-0.81,0.27227235574094616,0.08354968205094337
433,1,-0.75,0.2714555386737233,0.07586072385311127
434,1,-0.75,0.2706411720577021,0.09497405588626862
435,1,-0.75,0.269829248541529,0.08964799344539642
436,2,-0.72,0.2690197607959044,0.07944801822304726
437,1,-0.75,0.26821270151351667,0.084443099796772
438,1,-0.75,0.2674080634089761,0.07058088481426239
439,1,-0.75,0.2666058392187492,0.0944385901093483
440,3,-0.84,0.26580602170109296,0.07769698649644852
441,1,-0.75,0.26500860363598966,0.057269610464572906
442,1,-0.75,0.2642135778250817,0.08238434046506882
443,1,-0.75,0.26342093709160647,0.08672165125608444
444,1,-0.75,0.26263067428033166,0.08725258708000183
445,1,-0.75,0.26184278225749064,0.08161044120788574
446,1,-0.75,0.26105725391071816,0.08261992782354355
447,2,-0.87,0.260274082148986,0.10024527832865715
448,2,-0.72,0.2594932599025391,0.0713813304901123
449,1,-0.75,0.25871478012283144,0.07101240009069443
450,1,-0.75,0.25793863578246295,0.11441540718078613
451,2,-0.87,0.2571648198751156,0.09143353998661041
452,1,-0.75,0.25639332541549026,0.08884762227535248
453,1,-0.75,0.2556241454392438,0.07487986981868744
454,1,-0.75,0.25485727300292604,0.09682504832744598
455,1,-0.75,0.25409270118391725,0.07907333970069885
456,1,-0.75,0.2533304230803655,0.0922696590423584
457,1,-0.75,0.25257043181112443,0.07081234455108643
458,1,-0.75,0.25181272051569104,0.08798158913850784
459,1,-0.75,0.251057282354144,0.09713539481163025
460,1,-0.75,0.25030411050708157,0.07561814785003662
