Episode,Steps,Total Reward,Epsilon,TD Error
287,1,-0.75,0.4209258463093902,0.1269310563802719
288,1,-0.75,0.419663068770462,0.16447113454341888
289,1,-0.75,0.4184040795641506,0.14512541890144348
290,1,-0.75,0.41714886732545814,0.1463296115398407
291,1,-0.75,0.41589742072348174,0.15724162757396698
292,1,-0.75,0.4146497284613113,0.13071882724761963
293,1,-0.75,0.41340577927592737,0.1300898790359497
294,1,-0.75,0.41216556193809956,0.14039546251296997
295,2,-0.72,0.41092906525228523,0.12399343773722649
296,1,-0.75,0.40969627805652836,0.14529338479042053
297,1,-0.75,0.40846718922235875,0.11874514073133469
298,1,-0.75,0.40724178765469166,0.1251486986875534
299,1,-0.75,0.4060200622917276,0.1242661401629448
300,1,-0.75,0.4048020021048524,0.12386083602905273
301,1,-0.75,0.40358759609853784,0.1415955275297165
302,1,-0.75,0.4023768333102422,0.10804100334644318
303,1,-0.75,0.4011697028103115,0.17876304686069489
304,1,-0.75,0.3999661937018806,0.11884522438049316
305,1,-0.75,0.39876629512077494,0.14332018792629242
306,1,-0.75,0.3975699962354126,0.12812291085720062
307,1,-0.75,0.3963772862467064,0.14294537901878357
308,3,-0.99,0.39518815438796623,0.1499873250722885
309,1,-0.75,0.3940025899248023,0.13601593673229218
310,3,-0.99,0.3928205821550279,0.1293976033727328
311,1,-0.75,0.39164212040856283,0.13485601544380188
312,1,-0.75,0.39046719404733715,0.13204576075077057
313,1,-0.75,0.38929579246519513,0.11847839504480362
314,1,-0.75,0.38812790508779954,0.13971439003944397
315,2,-0.87,0.38696352137253615,0.11920803412795067
316,1,-0.75,0.38580263080841853,0.13870014250278473
317,3,-0.84,0.3846452229159933,0.15042015413443247
318,2,-0.72,0.3834912872472453,0.1496143341064453
319,3,-0.99,0.3823408133855036,0.13737547397613525
320,1,-0.75,0.38119379094534706,0.13920848071575165
321,2,-0.72,0.380050209572511,0.14859584718942642
322,3,-0.84,0.3789100589437935,0.11000624299049377
323,5,-0.93,0.3777733287669621,0.13479979634284972
324,1,-0.75,0.37664000878066123,0.1464109867811203
325,1,-0.75,0.37551008875431924,0.14407463371753693
326,2,-0.72,0.37438355848805627,0.14327149093151093
327,1,-0.75,0.3732604078125921,0.11870711296796799
328,1,-0.75,0.37214062658915437,0.1501735895872116
329,1,-0.75,0.3710242047093869,0.13672880828380585
330,1,-0.75,0.3699111320952587,0.14414925873279572
331,2,-0.87,0.36880139869897294,0.11827919259667397
332,1,-0.75,0.367694994502876,0.12564443051815033
333,1,-0.75,0.3665919095193674,0.14324951171875
334,2,-0.87,0.36549213379080925,0.1274426132440567
335,1,-0.75,0.3643956573894368,0.15616711974143982
336,1,-0.75,0.3633024704172685,0.1506219208240509
337,2,-0.72,0.3622125630060167,0.136319138109684
338,1,-0.75,0.3611259253169986,0.1508907526731491
339,1,-0.75,0.3600425475410476,0.13551266491413116
340,3,-0.84,0.3589624198984244,0.13332523902257284
341,2,-0.72,0.35788553263872913,0.1360148787498474
342,1,-0.75,0.35681187604081294,0.15472669899463654
343,1,-0.75,0.3557414404126905,0.14474745094776154
344,1,-0.75,0.35467421609145244,0.138971209526062
345,1,-0.75,0.35361019344317807,0.1287292093038559
346,1,-0.75,0.35254936286284855,0.13449262082576752
347,1,-0.75,0.35149171477426,0.14383159577846527
348,2,-0.72,0.3504372396299372,0.14427824318408966
349,1,-0.75,0.3493859279110474,0.1295165866613388
350,2,-0.87,0.34833777012731426,0.12181258574128151
351,1,-0.75,0.34729275681693234,0.12760232388973236
352,1,-0.75,0.3462508785464815,0.12495066225528717
353,2,-0.87,0.34521212591084205,0.13610979169607162
354,1,-0.75,0.34417648953310953,0.1186489388346672
355,1,-0.75,0.3431439600645102,0.12871281802654266
356,1,-0.75,0.34211452818431665,0.15131281316280365
357,1,-0.75,0.3410881845997637,0.16056162118911743
358,2,-0.72,0.3400649200459644,0.14271832257509232
359,1,-0.75,0.3390447252858265,0.15586267411708832
360,1,-0.75,0.33802759110996905,0.14507722854614258
361,1,-0.75,0.3370135083366391,0.13305707275867462
362,4,-1.11,0.3360024678116292,0.13897772319614887
363,1,-0.75,0.3349944604081943,0.14972756803035736
364,1,-0.75,0.33398947702696974,0.14044176042079926
365,1,-0.75,0.3329875085958888,0.14589302241802216
366,2,-0.72,0.33198854607010114,0.13016410171985626
367,1,-0.75,0.33099258043189084,0.16253840923309326
368,1,-0.75,0.32999960269059514,0.1332402229309082
369,2,-0.72,0.32900960388252337,0.1210152767598629
370,4,-0.81,0.3280225750708758,0.14394571632146835
371,1,-0.75,0.32703850734566314,0.13944511115550995
372,1,-0.75,0.32605739182362614,0.13365668058395386
373,1,-0.75,0.3250792196481553,0.15597400069236755
374,1,-0.75,0.3241039819892108,0.1496247500181198
375,2,-0.72,0.32313167004324317,0.13630210608243942
376,1,-0.75,0.32216227503311345,0.11661392450332642
377,1,-0.75,0.3211957882080141,0.11612579971551895
378,1,-0.75,0.32023220084339005,0.12518547475337982
379,1,-0.75,0.31927150424085987,0.12961964309215546
380,1,-0.75,0.3183136897281373,0.12396545708179474
381,2,-0.72,0.31735874865895286,0.143587626516819
382,2,-0.87,0.316406672412976,0.12642503902316093
383,1,-0.75,0.3154574523957371,0.1446710228919983
384,1,-0.75,0.3145110800385499,0.12412514537572861
385,2,-0.72,0.31356754679843424,0.137004055082798
386,1,-0.75,0.31262684415803893,0.13973458111286163
387,1,-0.75,0.3116889636255648,0.15078572928905487
388,1,-0.75,0.3107538967346881,0.14508186280727386
389,1,-0.75,0.30982163504448407,0.13489477336406708
390,2,-0.87,0.3088921701393506,0.12471236661076546
391,1,-0.75,0.30796549362893255,0.13931208848953247
392,1,-0.75,0.30704159714804574,0.13835561275482178
393,1,-0.75,0.3061204723566016,0.155506432056427
394,2,-0.72,0.3052021109395318,0.12688397243618965
395,1,-0.75,0.3042865046067132,0.16902028024196625
396,1,-0.75,0.30337364509289305,0.124411441385746
397,1,-0.75,0.30246352415761435,0.14454308152198792
398,1,-0.75,0.3015561335851415,0.1185200959444046
399,1,-0.75,0.30065146518438607,0.1387529969215393
400,1,-0.75,0.2997495107888329,0.12921635806560516
401,1,-0.75,0.2988502622564664,0.13563986122608185
402,1,-0.75,0.29795371146969696,0.12012159079313278
403,1,-0.75,0.29705985033528787,0.13656120002269745
404,1,-0.75,0.296168670784282,0.14485639333724976
405,1,-0.75,0.29528016477192914,0.1401718258857727
406,1,-0.75,0.29439432427761336,0.13431032001972198
407,1,-0.75,0.2935111413047805,0.13585512340068817
408,1,-0.75,0.29263060788086614,0.13501733541488647
409,2,-0.72,0.2917527160572235,0.14971929043531418
410,1,-0.75,0.29087745790905184,0.14920273423194885
411,2,-0.87,0.2900048255353247,0.14831309765577316
412,1,-0.75,0.28913481105871874,0.14099465310573578
